rateContent,appendComment_content
宝贝很好，很清楚,
售后超赞，上面的电话号码元旦也有技术员接听，发现他们公司就在附近，上门给到技术员看，才发现是线松了，完美解决,
一般吧，买的是夜视的，但效果一般吧,
效果不错。晚上比较清晰。前车启动功能非常好用,
很好 五分好评,
非常清晰很好,
物流超快，只因为要上班所以晚上下班后自己去取的，回来就迫不及待打开了，并且自己动手安装，好多地方不懂，边安装边和客服联系，客服也很有耐心的指导，好久才自己好好，到太晚了没有装好，第二天晚上又接着装，总算是搞好了，高大上，感觉档次提高了，感谢客服推荐，记录仪也很清晰导航也很好用，很愉快的一次购物，物有所值！没有下手的朋友抓紧时间了,
东西很好，安装也简单，装了以后感觉车子漂亮多,
记录仪不错，很满意,
宝贝不错，很满意,
特别棒的导航记录仪！老板人不错帮忙设置好了&hellip;&hellip;很满意,
记录仪不高清。价格不便宜。,
还好,
此用户没有填写评论!,
已经安装了。测试了几天，效果还不错，价格也实惠。功能还挺多。慢慢摸索一下。很满意，同事也觉得好；特意推送给他链接！,
好用,
很好高清晰,
还行，下次介绍给我那些客户,
用了十天可以,
此用户没有填写评论!,物流快，十分满意。
很好用，质量不错，款式也好看，十分满意。,
平常好，以后经常来买,
非常好的宝贝,
挺好的，下次还来你家,
此用户没有填写评论!,很好用，卖家态度很好，值得入手
已收到，物流很快,
"评价方未及时做出评价,系统默认好评!",屏幕不是触屏的，功能找起来太繁琐，后摄像头太垃圾了，晚上开灯了后面几乎看不清，有两次显示内存空间不足后就关机了，我然后手动删除的，还不知道以后还显示不
比我原来的记录仪清楚多了，倒车还有ADAS防撞预警功能,电动车也监测出来距离，好用，一款好记录仪
不是很好声音小adas不怎么好，我是看有adas才买的可惜有点失望啊。,
用了几天来评的，非常满意！各个功能都试过了，超级实用，强烈推荐！希望能经久耐用&mdash;忘了拍照～～,
帮朋友买的,
比较隐蔽，声音偏小，还好。,
不错不错不错不错不错，还不错还不错还不错还不错还不错！真的&hellip;&hellip;&hellip;&hellip;不错不错！！！,
行车记录仪都是用影天下的！ 好,
东西已收到，快递还是挺给力的，原本就是为了国庆出去玩准备的，而且电子狗挺准的，目前好多功能还在摸索中，后期再追加,
给买这款产品的朋友几点建议：1、提示音太小，产品设计上的重大缺陷；2、电子狗功能弱，城市红灯提示不准确，有的路口无提示，有的过了再提示，城市固定测速基本无提示；3、adas功能，轨道偏移等功能无效果，产品介绍夸大；4、淘宝好评不真实，建议淘宝严管刷好评，屏蔽差评行为，不作为就是商家欺骗消费者的帮凶；5、唯一值得表扬的是客服，态度让人满意。总之，这款产品是不合格的产品，建议买家慎重购买，厂家下架改进产品。,
服务很好，记录仪很好，一开始想买个进口的，没想到国产的记录仪也很好，比我买的一千多的专车专用的要好，这个简单实用好操作。 服务很好，质量很好。,
用了几天才来评价，影像效果确实不错。电子狗、车道偏离、离车距离提醒都很灵敏，很实用。2013年时买过GT350W这款型号的，当时就觉得影天下的记录仪确实不错，现在这款被亲戚看中拿走了，只能再入一款，还是选择了影天下。 客服态度不错！,
目前来讲是不错的，有问题咨询客服也很有耐心，刚装两天，待使用后看看实际情况再评价,
货错发成黑色，还行，也不难看。摄录效果一般吧，行驶中基本看不清车牌，比E200强，比退役的老影天下差很多。希望别走下坡路。,
此用户没有填写评论!,已经买了 一段时间了 用的还不错 厂家也很好 回来去新疆的路上 给烧坏了 又给寄回来一个 很感谢
装上试用了，说的功能都有。播报的声音实在太小声，在高速上估计听不见。,
"以前在某汽车论坛看过一位车友写的闯阿尔金山、羌塘、罗布泊等无人区的游记，里面的影天下记录仪，不但清晰无比，而且能记录行车所在位置的坐标，导入谷歌地球就可以查位置，看轨迹。所以，就中了影天下记录仪的毒了，决定拥有一部这样全能无敌的行车记录仪。收到货后，立即安装,开始了几天的测试。结果令我非常满意！质量真的无可挑剔，功能多到令人陶醉！如果你也喜欢自驾游，强烈推荐影天下行车记录仪！ 由于是初次接触到如此高科技的产品，开始有些不知所措，客服MM君君美女不厌其烦，耐心指点，服务真的很到位很敬业，在此表示感谢，并给全五星好评！",
非常好的记录仪，像素等等各方面的都特别满意，安装根据自己的动手能力十多分钟就搞定了，呵呵，感谢客服的耐心讲解，必须好评,使用了效果很长好  像素非常棒 以后在路上就多了帮手   买的实惠 用的放心
早前有在用捆绑式的记录仪，已用了两年，毕竟不是专车专用影响美观，功能也不齐全，决定换一款实用先进一点的，未下单前看了很多家，也做了充分的了解，这款记录仪确实不错，想要的功能基本齐全，能换电信4G卡用，能听歌能看电视，关键是实用，希望长久耐用，5分好评,
请师傅装的，花了八十大洋，还可以好用。,
非常好的一次网购，店主服务周到，刚学会使用，功能还是很多的，需要慢慢熟系，这款记录仪值得拥有，要是视频再大点就好了。,使用了一段时间，开车即开记录仪，一体化设计，很方便。
卖家服务态度非常好，必须好评,
东西目前用起来感觉还好，老板人不错，由于时间匆忙没上图，晚点了再上图。,
"评价方未及时做出评价,系统默认好评!",不错
宝贝收到了，非常满意，物超所值,
是我想要的，专车专用就是显得大气时尚上档次，记录仪功能挺多的外观设计很精致，关键是画面清晰运行流畅这点很让我满意！满分给你们！,
物流快，我选的金色高档大气，机器做工精细一看就是高档货，功能非常强大超出预期，北斗gps双导航很方便，镜头非常清晰运行一点也不卡，不亏是2g的运行速度，就是不一样！,
还没有安装。看着不错，先好评！,
好评,
用了一段时间才来的，挺满意的，功能很强大，画面清晰，店家服务也很好，指导很到位。有了这个以后有碰瓷的啥的都不怕了。,
产品非常不错好用，看起来很高大上，卖家服务态度也很好，总之这次购物体验给个满分,
非常好用，果断好评，会推荐其他朋友用的。,
很好不错，下回还继续,
"评价方未及时做出评价,系统默认好评!",记录仪非常清楚，前面车牌可以看的一清二楚，还送了个内存卡！！满意
很好，很清晰，安装方便，很不错！,
1080P  很好。。。,
好评吧。,
还行,
和描述基本一致，对产品还算满意，值得购买，前后摄像还是比较清楚的，功能全,
非常满意，效果不错老板服务态度很好推荐购买,
暂不能评价      过几再评价,
此用户没有填写评论!,安装是熟人安装的，装好后发现视觉范围很小，不适合缤智车，只能拆掉用原车倒车影像。卖家总是爱理不理的态度我很不满意。没有去指定的店铺安装，自己找熟人安装的，安装费都快一个月了卖家也不主动联系我退我。
产品质量非常好，性价比很高！我喜欢在线导航，也非常准确！产品功能全而强大图像清晰电子狗测速预警准确,
宝贝用着还顺手，灵敏度不错。老车型，能解决我现在的所有问题很满意，解决了记录仪、倒车后视、车载蓝牙、导航、在线娱乐以及手机监控防碰撞胎压监测等问题。白天晚上效果都不错。对得起这个价钱啦。好评！！！！！ 过段时间再来评价。。。。。。 很好，热情耐心,
